;cod_modelo_color;cod_color_code;des_agrup_color_eng;des_fabric;des_product_category;des_product_family
368;57057735-92;92;GREY;P-PLANA;Accesories, Swim and Intimate;Intimate
369;67000456-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
370;41017020-08;08;WHITE;P-PLANA;Bottoms;Trousers
371;43097754-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
372;53070530-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
373;53080586-02;02;WHITE;P-PLANA;Tops;Shirt
374;51020639-37;37;BROWN;K-CIRCULAR;Tops;Tops
375;53060649-70;70;RED;P-PLANA;Tops;Shirt
376;43077801-05;05;WHITE;T-TRICOT;Tops;Sweater
377;53020797-85;85;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
378;53030840-50;50;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
379;53030663-15;15;YELLOW;K-CIRCULAR;Tops;T-shirt
380;51053043-85;85;PINK;P-PLANA;Tops;Shirt
381;53081016-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
382;53063757-50;50;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
383;53047671-06;06;WHITE;P-PLANA;Outerwear;Coats
384;51025015-99;99;GREY;P-PLANA;Bottoms;Skirts
385;51001003-02;02;WHITE;P-PLANA;Bottoms;Trousers
386;51053789-08;08;WHITE;P-PLANA;Tops;Tops
387;57015905-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
388;57097877-49;49;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
389;57019207-99;99;GREY;P-PLANA;Bottoms;Trousers
390;57017699-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
391;57045943-99;99;GREY;K-CIRCULAR;Tops;Sweatshirts
392;57017900-08;08;WHITE;T-TRICOT;Tops;Sweater
393;67040169-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
394;57018266-99;99;GREY;T-TRICOT;Tops;Sweater
395;57000152-52;52;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
396;57064388-99;99;GREY;P-PLANA;Bottoms;Skirts
397;47048647-02;02;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
398;47028650-TN;TN;GREY;J-JEANS;Bottoms;Jeans
399;57025956-35;35;BROWN;K-CIRCULAR;Tops;T-shirt
400;57040458-20;20;ORANGE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
401;57082883-68;68;PURPLE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
402;57040463-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
403;57013812-99;99;GREY;P-PLANA;Tops;Shirt
404;57047712-01;01;WHITE;P-PLANA;Outerwear;Coats
405;57025993-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
406;57086011-99;99;GREY;P-PLANA;Bottoms;Trousers
407;57074430-30;30;BROWN;P-PLANA;Outerwear;Blazers
408;57014437-05;05;WHITE;P-PLANA;Bottoms;Trousers
409;57075810-88;88;PINK;P-PLANA;Tops;Shirt
410;57026025-88;88;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
411;57037904-TO;TO;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
412;57015815-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
413;57069085-81;81;PINK;T-TRICOT;Tops;Cardigans
414;53053023-76;76;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
415;53045008-99;99;GREY;P-PLANA;Outerwear;Puffer coats
416;53080547-TO;TO;BLUE;J-JEANS;Bottoms;Skirts
417;53060658-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
418;53073036-37;37;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
419;51070897-37;37;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
420;53043738-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
421;51063763-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
422;53093765-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
423;53073765-99;99;GREY;O-POLIPIEL;Bottoms;Skirts
424;53079070-32;32;BROWN;P-PLANA;Outerwear;Puffer coats
425;53081123-02;02;WHITE;P-PLANA;Tops;Shirt
426;53003795-52;52;BLUE;K-CIRCULAR;Tops;T-shirt
427;57085916-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
428;53103701-50;50;BLUE;J-JEANS;Bottoms;Jeans
429;53015745-80;80;PINK;T-TRICOT;Tops;Sweater
430;57039210-43;43;GREEN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Jumpsuit
431;67050574-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
432;47054027-15;15;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
433;47095840-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
434;57030003-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
435;47047834-81;81;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
436;57050157-TM;TM;BLUE;J-JEANS;Bottoms;Shorts
437;57000426-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
438;57040326-52;52;BLUE;T-TRICOT;Tops;Tops
439;57040453-05;05;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
440;57092886-68;68;PURPLE;K-CIRCULAR;Tops;Shirt
441;57075787-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
442;57096308-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
443;57003821-02;02;WHITE;J-JEANS;Bottoms;Jeans
444;57065972-09;09;WHITE;T-TRICOT;Tops;Sweater
445;57094426-01;01;WHITE;J-JEANS;Bottoms;Skirts
446;57071177-06;06;WHITE;P-PLANA;Bottoms;Trousers
447;57056020-30;30;BROWN;L-PIEL;Outerwear;Jackets
448;57058272-99;99;GREY;P-PLANA;Outerwear;Coats
449;57047762-76;76;RED;P-PLANA;Bottoms;Trousers
450;53093022-70;70;RED;P-PLANA;Tops;Shirt
451;53050655-28;28;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
452;53073026-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
453;53070821-TN;TN;GREY;J-JEANS;Bottoms;Shorts
454;53050829-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
455;53055711-50;50;BLUE;T-TRICOT;Tops;Sweater
456;53083748-43;43;GREEN;P-PLANA;Tops;Shirt
457;53083733-06;06;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
458;53053767-02;02;WHITE;P-PLANA;Tops;Shirt
459;51093776-37;37;BROWN;P-PLANA;Outerwear;Jackets
460;53061103-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
461;53063783-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
462;53045768-56;56;BLUE;P-PLANA;Bottoms;Trousers
463;57045923-OR;OR;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
464;57007693-52;52;BLUE;T-TRICOT;Tops;Sweater
465;57019211-OR;OR;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
466;57059208-85;85;PINK;K-CIRCULAR;Tops;Tops
467;57018267-56;56;BLUE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
468;47034759-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
469;47067107-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
470;47025854-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
471;57030010-88;88;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
472;57000113-46;46;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
473;57050091-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
474;57040167-TN;TN;GREY;J-JEANS;Bottoms;Shorts
475;57082878-05;05;WHITE;J-JEANS;Dresses, jumpsuits and Complete set;Dresses
476;57034023-56;56;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
477;57074036-08;08;WHITE;T-TRICOT;Accesories, Swim and Intimate;Intimate
478;57031178-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
479;57005151-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
480;57016018-81;81;PINK;P-PLANA;Bottoms;Skirts
481;57034435-05;05;WHITE;P-PLANA;Bottoms;Skirts
482;57076314-08;08;WHITE;P-PLANA;Accesories, Swim and Intimate;Intimate
483;57069089-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
484;57039105-99;99;GREY;K-CIRCULAR;Accesories, Swim and Intimate;Intimate
485;57019100-50;50;BLUE;T-TRICOT;Tops;Sweater
486;57007762-68;68;PURPLE;T-TRICOT;Tops;Sweater
487;57078279-05;05;WHITE;K-CIRCULAR;Tops;T-shirt
488;53000673-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
489;53003715-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
490;51043731-70;70;RED;P-PLANA;Outerwear;Coats
491;53010937-05;05;WHITE;K-CIRCULAR;Tops;T-shirt
492;53023760-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
493;53047671-99;99;GREY;P-PLANA;Outerwear;Coats
494;53090968-08;08;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
495;53003794-99;99;GREY;K-CIRCULAR;Tops;T-shirt
496;57027690-TM;TM;BLUE;J-JEANS;Bottoms;Jeans
497;57020041-88;88;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
498;47047832-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
499;47037841-52;52;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
500;57050086-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
501;57020256-05;05;WHITE;K-CIRCULAR;Tops;Tops
502;57010260-09;09;WHITE;T-TRICOT;Tops;Tops
503;57095134-30;30;BROWN;O-POLIPIEL;Outerwear;Blazers
504;57082523-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
505;57001065-56;56;BLUE;K-CIRCULAR;Tops;T-shirt
506;57004770-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
507;57065970-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
508;57045795-08;08;WHITE;T-TRICOT;Tops;Cardigans
509;57036715-99;99;GREY;K-CIRCULAR;Tops;Shirt
510;57086309-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
511;57027718-08;08;WHITE;K-CIRCULAR;Outerwear;Jackets
512;57085146-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
513;57036017-99;99;GREY;P-PLANA;Bottoms;Skirts
514;57057727-30;30;BROWN;P-PLANA;Outerwear;Blazers
515;57008278-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
516;57039114-52;52;BLUE;K-CIRCULAR;Bottoms;Trousers
517;57038277-99;99;GREY;P-PLANA;Bottoms;Trousers
518;57097739-05;05;WHITE;L-PIEL;Outerwear;Coats
519;41085789-92;92;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
520;43015821-TC;TC;BLUE;J-JEANS;Bottoms;Jeans
521;53090528-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
522;53010573-TC;TC;BLUE;J-JEANS;Bottoms;Jeans
523;53053029-56;56;BLUE;P-PLANA;Tops;Shirt
524;53070830-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
525;53090880-02;02;WHITE;P-PLANA;Tops;Shirt
526;51085724-79;79;RED;K-CIRCULAR;Tops;T-shirt
527;53010992-37;37;BROWN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
528;53005774-01;01;WHITE;T-TRICOT;Tops;Sweater
529;53045769-06;06;WHITE;P-PLANA;Tops;Shirt
530;53005786-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
531;53195802-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
532;57025923-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
533;57026304-02;02;WHITE;P-PLANA;Tops;Shirt
534;57045938-99;99;GREY;K-CIRCULAR;Tops;T-shirt
535;57025943-99;99;GREY;K-CIRCULAR;Tops;T-shirt
536;57007704-20;20;ORANGE;T-TRICOT;Tops;Sweater
537;47050017-07;07;WHITE;K-CIRCULAR;Tops;T-shirt
538;47052524-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
539;57020028-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
540;57050032-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
541;57041025-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
542;57020266-05;05;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
543;57040291-TM;TM;BLUE;J-JEANS;Outerwear;Jackets
544;57074007-99;99;GREY;K-CIRCULAR;Bottoms;Skirts
545;57044015-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
546;57005976-TN;TN;GREY;J-JEANS;Bottoms;Jeans
547;57065793-05;05;WHITE;T-TRICOT;Tops;Sweater
548;57025982-99;99;GREY;K-CIRCULAR;Tops;T-shirt
549;57005804-43;43;GREEN;T-TRICOT;Tops;Sweater
550;57006001-05;05;WHITE;P-PLANA;Tops;Shirt
551;57065976-02;02;WHITE;P-PLANA;Tops;Shirt
552;57087715-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
553;57026006-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
554;57033820-02;02;WHITE;P-PLANA;Tops;Shirt
555;57079099-91;91;GREY;T-TRICOT;Tops;Sweater
556;57079101-95;95;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
557;53040520-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
558;53080710-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
559;43017813-02;02;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
560;51013728-30;30;BROWN;P-PLANA;Bottoms;Trousers
561;51063734-99;99;GREY;P-PLANA;Bottoms;Trousers
562;53090662-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
563;51083738-94;94;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
564;53095759-49;49;GREEN;P-PLANA;Bottoms;Skirts
565;51005037-20;20;ORANGE;P-PLANA;Tops;Shirt
566;53085772-02;02;WHITE;P-PLANA;Tops;Tops
567;53087021-01;01;WHITE;P-PLANA;Tops;Shirt
568;53047022-01;01;WHITE;P-PLANA;Tops;Shirt
569;53017026-07;07;WHITE;T-TRICOT;Tops;Sweater
570;57007691-52;52;BLUE;T-TRICOT;Tops;Sweater
571;57067891-99;99;GREY;K-CIRCULAR;Tops;Tops
572;57079403-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
573;47022883-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
574;57040028-11;11;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
575;57042001-85;85;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
576;57000254-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
577;57092510-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
578;57040251-50;50;BLUE;P-PLANA;Tops;Shirt
579;57050336-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
580;57040812-99;99;GREY;P-PLANA;Bottoms;Trousers
581;47087851-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
582;57001059-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
583;57002541-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
584;57023805-35;35;BROWN;P-PLANA;Bottoms;Trousers
585;57044410-TO;TO;BLUE;J-JEANS;Bottoms;Skirts
586;57015965-99;99;GREY;P-PLANA;Bottoms;Skirts
587;57086713-92;92;GREY;K-CIRCULAR;Bottoms;Trousers
588;57037712-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
589;57075979-05;05;WHITE;P-PLANA;Bottoms;Trousers
590;57005803-05;05;WHITE;T-TRICOT;Tops;Sweater
591;57033814-76;76;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
592;57005150-56;56;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
593;57091175-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
594;57047720-99;99;GREY;T-TRICOT;Tops;Tops
595;57056012-99;99;GREY;P-PLANA;Outerwear;Blazers
596;57064434-05;05;WHITE;P-PLANA;Bottoms;Shorts
597;57034434-52;52;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
598;57007748-56;56;BLUE;T-TRICOT;Tops;Sweater
599;57027739-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
600;57016029-01;01;WHITE;P-PLANA;Bottoms;Trousers
601;57019117-52;52;BLUE;K-CIRCULAR;Tops;T-shirt
602;57007767-99;99;GREY;T-TRICOT;Tops;Sweater
603;53073000-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
604;53090546-17;17;YELLOW;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
605;53090764-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
606;53000886-99;99;GREY;K-CIRCULAR;Tops;T-shirt
607;53020890-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
608;53013715-06;06;WHITE;T-TRICOT;Tops;Sweater
609;51011025-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
610;53053763-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
611;53091115-99;99;GREY;K-CIRCULAR;Bottoms;Skirts
612;51095024-30;30;BROWN;P-PLANA;Outerwear;Blazers
613;51001003-99;99;GREY;P-PLANA;Bottoms;Trousers
614;53080924-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
615;53023046-37;37;BROWN;P-PLANA;Tops;Shirt
616;53023793-99;99;GREY;P-PLANA;Bottoms;Trousers
617;53023736-07;07;WHITE;J-JEANS;Bottoms;Jeans
618;57004381-99;99;GREY;K-CIRCULAR;Tops;T-shirt
619;57015938-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
620;57006308-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
621;57045132-85;85;PINK;P-PLANA;Tops;Shirt
622;57057885-94;94;GREY;K-CIRCULAR;Tops;T-shirt
623;57059203-35;35;BROWN;T-TRICOT;Tops;Sweater
624;57069076-TO;TO;BLUE;J-JEANS;Bottoms;Trousers
625;57017898-05;05;WHITE;T-TRICOT;Tops;Sweater
626;47097819-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
627;47097109-52;52;BLUE;P-PLANA;Accesories, Swim and Intimate;Intimate
628;47087833-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
629;57040721-52;52;BLUE;P-PLANA;Tops;Shirt
630;57084388-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
631;57065786-35;35;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
632;57002888-99;99;GREY;K-CIRCULAR;Tops;Tops
633;57010456-40;40;GREEN;T-TRICOT;Tops;Tops
634;57054763-65;65;PURPLE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
635;57024770-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
636;57054404-99;99;GREY;P-PLANA;Tops;Tops
637;57095982-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
638;57025981-99;99;GREY;P-PLANA;Outerwear;Blazers
639;57047724-99;99;GREY;J-JEANS;Bottoms;Jeans
640;57067724-05;05;WHITE;T-TRICOT;Tops;Sweater
641;57037745-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
642;57016029-99;99;GREY;P-PLANA;Bottoms;Trousers
643;57096027-02;02;WHITE;K-CIRCULAR;Accesories, Swim and Intimate;Intimate
644;57096728-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
645;57058277-50;50;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
646;67020442-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
647;43003756-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
648;41075777-09;09;WHITE;P-PLANA;Bottoms;Trousers
649;51003711-01;01;WHITE;P-PLANA;Outerwear;Blazers
650;51053035-08;08;WHITE;P-PLANA;Bottoms;Skirts
651;53000897-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
652;51080907-30;30;BROWN;P-PLANA;Bottoms;Trousers
653;53010925-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
654;53013757-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
655;53063755-TC;TC;BLUE;J-JEANS;Bottoms;Jeans
656;53095750-92;92;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
657;53023785-99;99;GREY;K-CIRCULAR;Tops;Sweatshirts
658;57005131-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
659;57085130-99;99;GREY;P-PLANA;Outerwear;Blazers
660;57099204-99;99;GREY;P-PLANA;Tops;Shirt
661;67090517-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
662;57047892-94;94;GREY;K-CIRCULAR;Tops;Sweatshirts
663;47032878-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
664;47025841-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
665;57040080-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
666;57050100-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
667;57050121-56;56;BLUE;P-PLANA;Bottoms;Trousers
668;57050163-88;88;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
669;57010735-08;08;WHITE;P-PLANA;Bottoms;Trousers
670;57025956-85;85;PINK;K-CIRCULAR;Tops;T-shirt
671;57046712-99;99;GREY;P-PLANA;Outerwear;Coats
672;57083800-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
673;57054763-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
674;57004043-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
675;57042897-99;99;GREY;K-CIRCULAR;Tops;T-shirt
676;57017728-50;50;BLUE;T-TRICOT;Tops;Sweater
677;57067748-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
678;57059805-02;02;WHITE;K-CIRCULAR;Outerwear;Jackets
679;41030739-56;56;BLUE;P-PLANA;Bottoms;Trousers
680;53090517-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
681;53090539-07;07;WHITE;T-TRICOT;Tops;Sweater
682;53090586-37;37;BROWN;P-PLANA;Tops;Shirt
683;53060833-01;01;WHITE;P-PLANA;Tops;Shirt
684;53043036-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
685;53020929-TC;TC;BLUE;J-JEANS;Dresses, jumpsuits and Complete set;Dresses
686;51000943-07;07;WHITE;P-PLANA;Tops;Shirt
687;53093751-79;79;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
688;53081115-99;99;GREY;K-CIRCULAR;Tops;Tops
689;53045767-OR;OR;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
690;51085730-17;17;YELLOW;K-CIRCULAR;Outerwear;Coats
691;53193794-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
692;57014754-05;05;WHITE;T-TRICOT;Tops;Sweater
693;57006306-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
694;57037656-37;37;BROWN;O-POLIPIEL;Bottoms;Skirts
695;57004390-05;05;WHITE;K-CIRCULAR;Tops;T-shirt
696;57025943-05;05;WHITE;K-CIRCULAR;Tops;T-shirt
697;57097889-70;70;RED;P-PLANA;Tops;Shirt
698;57025786-79;79;RED;K-CIRCULAR;Tops;T-shirt
699;57007704-99;99;GREY;T-TRICOT;Tops;Sweater
700;57040000-28;28;ORANGE;P-PLANA;Bottoms;Trousers
701;47050151-05;05;WHITE;P-PLANA;Bottoms;Trousers
702;47044027-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
703;57050113-02;02;WHITE;P-PLANA;Tops;Shirt
704;57052886-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
705;57082887-07;07;WHITE;K-CIRCULAR;Bottoms;Skirts
706;57072888-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
707;57023811-99;99;GREY;T-TRICOT;Tops;Sweater
708;57054410-46;46;BLUE;P-PLANA;Tops;Shirt
709;57073270-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
710;57015976-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
711;57064036-08;08;WHITE;T-TRICOT;Home;Intimate
712;57055799-05;05;WHITE;T-TRICOT;Tops;Cardigans
713;57065803-08;08;WHITE;P-PLANA;Accesories, Swim and Intimate;Intimate
714;57007749-37;37;BROWN;T-TRICOT;Tops;Sweater
715;57007750-91;91;GREY;T-TRICOT;Tops;Sweater
716;57089101-88;88;PINK;T-TRICOT;Tops;Cardigans
717;53050580-05;05;WHITE;T-TRICOT;Tops;Sweater
718;53040611-02;02;WHITE;P-PLANA;Bottoms;Shorts
719;53063706-37;37;BROWN;P-PLANA;Bottoms;Shorts
720;53053709-70;70;RED;L-PIEL;Outerwear;Jackets
721;53080828-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
722;51023711-99;99;GREY;P-PLANA;Tops;Shirt
