;cod_modelo_color;cod_color_code;des_agrup_color_eng;des_fabric;des_product_category;des_product_family;des_filename
244;57040277-35;35;BROWN;K-CIRCULAR;Bottoms;Trousers;datathon/images/2023_57040277_35.jpg
245;57040780-40;40;GREEN;P-PLANA;Bottoms;Trousers;datathon/images/2023_57040780_40.jpg
246;57065135-08;08;WHITE;P-PLANA;Outerwear;Jackets;datathon/images/2023_57065135_08.jpg
247;57000405-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57000405_99.jpg
248;57002886-88;88;PINK;J-JEANS;Bottoms;Shorts;datathon/images/2023_57002886_88.jpg
249;57074401-56;56;BLUE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57074401_56.jpg
250;57063800-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57063800_99.jpg
251;57024403-37;37;BROWN;J-JEANS;Bottoms;Jeans;datathon/images/2023_57024403_37.jpg
252;57092893-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57092893_PL.jpg
253;57064030-99;99;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2023_57064030_99.jpg
254;57004047-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57004047_OR.jpg
255;57004782-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57004782_CU.jpg
256;57061178-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57061178_99.jpg
257;57095804-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2023_57095804_99.jpg
258;57055810-05;05;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57055810_05.jpg
259;57029095-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57029095_99.jpg
260;57069100-43;43;GREEN;K-CIRCULAR;Bottoms;Trousers;datathon/images/2023_57069100_43.jpg
261;51060587-08;08;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51060587_08.jpg
262;51050592-08;08;WHITE;P-PLANA;Tops;Tops;datathon/images/2019_51050592_08.jpg
263;53020606-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53020606_92.jpg
264;53060624-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_53060624_99.jpg
265;53040541-TN;TN;GREY;J-JEANS;Outerwear;Jackets;datathon/images/2019_53040541_TN.jpg
266;41095829-02;02;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2019_41095829_02.jpg
267;53070640-85;85;PINK;T-TRICOT;Tops;Cardigans;datathon/images/2019_53070640_85.jpg
268;53055707-99;99;GREY;P-PLANA;Outerwear;Coats;datathon/images/2019_53055707_99.jpg
269;53030653-56;56;BLUE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53030653_56.jpg
270;53000790-02;02;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2019_53000790_02.jpg
271;53050905-37;37;BROWN;P-PLANA;Tops;Shirt;datathon/images/2019_53050905_37.jpg
272;51085730-99;99;GREY;K-CIRCULAR;Outerwear;Coats;datathon/images/2019_51085730_99.jpg
273;53033750-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2019_53033750_32.jpg
274;51023052-70;70;RED;K-CIRCULAR;Tops;Tops;datathon/images/2019_51023052_70.jpg
275;53031101-07;07;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53031101_07.jpg
276;51053787-20;20;ORANGE;P-PLANA;Outerwear;Jackets;datathon/images/2019_51053787_20.jpg
277;57017689-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2019_57017689_99.jpg
278;67080516-17;17;YELLOW;T-TRICOT;Tops;Cardigans;datathon/images/2020_67080516_17.jpg
279;57017892-92;92;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_57017892_92.jpg
280;57009081-OR;OR;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_57009081_OR.jpg
281;47034012-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_47034012_02.jpg
282;47065916-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2023_47065916_99.jpg
283;57082505-99;99;GREY;K-CIRCULAR;Bottoms;Trousers;datathon/images/2023_57082505_99.jpg
284;57062504-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57062504_01.jpg
285;57055786-56;56;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57055786_56.jpg
286;57010465-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57010465_01.jpg
287;57092880-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57092880_01.jpg
288;57053797-92;92;GREY;P-PLANA;Tops;Tops;datathon/images/2023_57053797_92.jpg
289;57080977-52;52;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57080977_52.jpg
290;57063799-65;65;PURPLE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57063799_65.jpg
291;57052893-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57052893_99.jpg
292;57063803-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57063803_02.jpg
293;57023810-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57023810_02.jpg
294;57096308-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57096308_43.jpg
295;57065966-05;05;WHITE;P-PLANA;Bottoms;Skirts;datathon/images/2023_57065966_05.jpg
296;57021176-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57021176_99.jpg
297;57015793-09;09;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57015793_09.jpg
298;57035980-68;68;PURPLE;J-JEANS;Outerwear;Jackets;datathon/images/2023_57035980_68.jpg
299;57023820-05;05;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57023820_05.jpg
300;57046017-92;92;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57046017_92.jpg
301;57028274-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57028274_01.jpg
302;57065812-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57065812_43.jpg
303;57029103-88;88;PINK;T-TRICOT;Tops;Sweater;datathon/images/2023_57029103_88.jpg
304;57099117-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2023_57099117_99.jpg
305;53030717-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53030717_02.jpg
306;53000887-56;56;BLUE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53000887_56.jpg
307;53003729-05;05;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_53003729_05.jpg
308;53075713-94;94;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_53075713_94.jpg
309;53050926-99;99;GREY;P-PLANA;Bottoms;Skirts;datathon/images/2019_53050926_99.jpg
310;53003773-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53003773_OR.jpg
311;51093755-99;99;GREY;K-CIRCULAR;Bottoms;Skirts;datathon/images/2019_51093755_99.jpg
312;57027877-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_57027877_70.jpg
313;57035910-43;43;GREEN;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57035910_43.jpg
314;57047660-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2019_57047660_99.jpg
315;57035785-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57035785_99.jpg
316;57015951-30;30;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57015951_30.jpg
317;57015952-08;08;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57015952_08.jpg
318;57049085-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_57049085_99.jpg
319;47097833-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_47097833_OR.jpg
320;57067702-02;02;WHITE;P-PLANA;Outerwear;Puffer coats;datathon/images/2023_57067702_02.jpg
321;57055949-99;99;GREY;P-PLANA;Outerwear;Puffer coats;datathon/images/2023_57055949_99.jpg
322;57083261-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57083261_99.jpg
323;57053811-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57053811_01.jpg
324;57064772-01;01;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57064772_01.jpg
325;57035798-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57035798_99.jpg
326;57015806-81;81;PINK;T-TRICOT;Tops;Sweater;datathon/images/2023_57015806_81.jpg
327;57084424-06;06;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57084424_06.jpg
328;57085984-91;91;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57085984_91.jpg
329;57086311-94;94;GREY;T-TRICOT;Tops;Sweater;datathon/images/2023_57086311_94.jpg
330;57067733-35;35;BROWN;K-CIRCULAR;Outerwear;Jackets;datathon/images/2023_57067733_35.jpg
331;57007752-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2023_57007752_99.jpg
332;57089093-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57089093_99.jpg
333;57086028-85;85;PINK;P-PLANA;Tops;Shirt;datathon/images/2023_57086028_85.jpg
334;57007775-70;70;RED;T-TRICOT;Tops;Sweater;datathon/images/2023_57007775_70.jpg
335;57059099-PL;PL;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2023_57059099_PL.jpg
336;43013748-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_43013748_09.jpg
337;53090600-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53090600_08.jpg
338;53020686-TN;TN;GREY;J-JEANS;Bottoms;Jeans;datathon/images/2019_53020686_TN.jpg
339;53073042-28;28;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_53073042_28.jpg
340;53080975-08;08;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_53080975_08.jpg
341;53071046-28;28;ORANGE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_53071046_28.jpg
342;53015736-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_53015736_99.jpg
343;53021097-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53021097_OR.jpg
344;53003784-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_53003784_02.jpg
345;51091106-20;20;ORANGE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51091106_20.jpg
346;57087691-TM;TM;BLUE;J-JEANS;Tops;Shirt;datathon/images/2019_57087691_TM.jpg
347;57049212-PL;PL;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57049212_PL.jpg
348;57097888-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_57097888_99.jpg
349;57019219-OR;OR;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57019219_OR.jpg
350;47034001-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2023_47034001_99.jpg
351;47005859-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_47005859_OR.jpg
352;47073770-TN;TN;GREY;J-JEANS;Bottoms;Jeans;datathon/images/2023_47073770_TN.jpg
353;57020037-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57020037_01.jpg
354;47085961-05;05;WHITE;J-JEANS;Bottoms;Trousers;datathon/images/2023_47085961_05.jpg
355;57020215-88;88;PINK;P-PLANA;Tops;Shirt;datathon/images/2023_57020215_88.jpg
356;57040451-01;01;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57040451_01.jpg
357;57022896-TN;TN;GREY;J-JEANS;Bottoms;Jeans;datathon/images/2023_57022896_TN.jpg
358;57023809-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57023809_02.jpg
359;57050481-52;52;BLUE;K-CIRCULAR;Tops;Tops;datathon/images/2023_57050481_52.jpg
360;57083807-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57083807_99.jpg
361;57004435-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57004435_CU.jpg
362;57085982-TM;TM;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57085982_TM.jpg
363;57015987-30;30;BROWN;L-PIEL;Bottoms;Skirts;datathon/images/2023_57015987_30.jpg
364;57047709-05;05;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57047709_05.jpg
365;57097724-PL;PL;GREY;T-TRICOT;Tops;Tops;datathon/images/2023_57097724_PL.jpg
366;57043818-37;37;BROWN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57043818_37.jpg
367;57057734-43;43;GREEN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57057734_43.jpg
368;57057735-92;92;GREY;P-PLANA;Accesories, Swim and Intimate;Intimate;datathon/images/2023_57057735_92.jpg
369;67000456-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2024_67000456_OR.jpg
370;41017020-08;08;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2019_41017020_08.jpg
371;43097754-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_43097754_99.jpg
372;53070530-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_53070530_07.jpg
373;53080586-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53080586_02.jpg
374;51020639-37;37;BROWN;K-CIRCULAR;Tops;Tops;datathon/images/2019_51020639_37.jpg
375;53060649-70;70;RED;P-PLANA;Tops;Shirt;datathon/images/2019_53060649_70.jpg
376;43077801-05;05;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_43077801_05.jpg
377;53020797-85;85;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53020797_85.jpg
378;53030840-50;50;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53030840_50.jpg
379;53030663-15;15;YELLOW;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53030663_15.jpg
380;51053043-85;85;PINK;P-PLANA;Tops;Shirt;datathon/images/2019_51053043_85.jpg
381;53081016-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2019_53081016_99.jpg
382;53063757-50;50;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_53063757_50.jpg
383;53047671-06;06;WHITE;P-PLANA;Outerwear;Coats;datathon/images/2019_53047671_06.jpg
384;51025015-99;99;GREY;P-PLANA;Bottoms;Skirts;datathon/images/2019_51025015_99.jpg
385;51001003-02;02;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2019_51001003_02.jpg
386;51053789-08;08;WHITE;P-PLANA;Tops;Tops;datathon/images/2019_51053789_08.jpg
387;57015905-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_57015905_32.jpg
388;57097877-49;49;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57097877_49.jpg
389;57019207-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2019_57019207_99.jpg
390;57017699-02;02;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57017699_02.jpg
391;57045943-99;99;GREY;K-CIRCULAR;Tops;Sweatshirts;datathon/images/2019_57045943_99.jpg
392;57017900-08;08;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_57017900_08.jpg
393;67040169-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2020_67040169_09.jpg
394;57018266-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_57018266_99.jpg
395;57000152-52;52;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57000152_52.jpg
396;57064388-99;99;GREY;P-PLANA;Bottoms;Skirts;datathon/images/2023_57064388_99.jpg
397;47048647-02;02;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_47048647_02.jpg
398;47028650-TN;TN;GREY;J-JEANS;Bottoms;Jeans;datathon/images/2023_47028650_TN.jpg
399;57025956-35;35;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57025956_35.jpg
400;57040458-20;20;ORANGE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57040458_20.jpg
401;57082883-68;68;PURPLE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57082883_68.jpg
402;57040463-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57040463_99.jpg
403;57013812-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2023_57013812_99.jpg
404;57047712-01;01;WHITE;P-PLANA;Outerwear;Coats;datathon/images/2023_57047712_01.jpg
405;57025993-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57025993_05.jpg
406;57086011-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57086011_99.jpg
407;57074430-30;30;BROWN;P-PLANA;Outerwear;Blazers;datathon/images/2023_57074430_30.jpg
408;57014437-05;05;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57014437_05.jpg
409;57075810-88;88;PINK;P-PLANA;Tops;Shirt;datathon/images/2023_57075810_88.jpg
410;57026025-88;88;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57026025_88.jpg
411;57037904-TO;TO;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57037904_TO.jpg
412;57015815-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57015815_01.jpg
413;57069085-81;81;PINK;T-TRICOT;Tops;Cardigans;datathon/images/2023_57069085_81.jpg
414;53053023-76;76;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53053023_76.jpg
415;53045008-99;99;GREY;P-PLANA;Outerwear;Puffer coats;datathon/images/2019_53045008_99.jpg
416;53080547-TO;TO;BLUE;J-JEANS;Bottoms;Skirts;datathon/images/2019_53080547_TO.jpg
417;53060658-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53060658_01.jpg
418;53073036-37;37;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53073036_37.jpg
419;51070897-37;37;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_51070897_37.jpg
420;53043738-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_53043738_92.jpg
421;51063763-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51063763_99.jpg
422;53093765-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53093765_32.jpg
423;53073765-99;99;GREY;O-POLIPIEL;Bottoms;Skirts;datathon/images/2019_53073765_99.jpg
424;53079070-32;32;BROWN;P-PLANA;Outerwear;Puffer coats;datathon/images/2019_53079070_32.jpg
425;53081123-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53081123_02.jpg
426;53003795-52;52;BLUE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53003795_52.jpg
427;57085916-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_57085916_99.jpg
428;53103701-50;50;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2019_53103701_50.jpg
429;53015745-80;80;PINK;T-TRICOT;Tops;Sweater;datathon/images/2019_53015745_80.jpg
430;57039210-43;43;GREEN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_57039210_43.jpg
431;67050574-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2020_67050574_30.jpg
432;47054027-15;15;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_47054027_15.jpg
433;47095840-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47095840_02.jpg
434;57030003-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57030003_08.jpg
435;47047834-81;81;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_47047834_81.jpg
436;57050157-TM;TM;BLUE;J-JEANS;Bottoms;Shorts;datathon/images/2023_57050157_TM.jpg
437;57000426-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57000426_99.jpg
438;57040326-52;52;BLUE;T-TRICOT;Tops;Tops;datathon/images/2023_57040326_52.jpg
439;57040453-05;05;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57040453_05.jpg
440;57092886-68;68;PURPLE;K-CIRCULAR;Tops;Shirt;datathon/images/2023_57092886_68.jpg
441;57075787-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57075787_70.jpg
442;57096308-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57096308_99.jpg
443;57003821-02;02;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57003821_02.jpg
444;57065972-09;09;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57065972_09.jpg
445;57094426-01;01;WHITE;J-JEANS;Bottoms;Skirts;datathon/images/2023_57094426_01.jpg
446;57071177-06;06;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57071177_06.jpg
447;57056020-30;30;BROWN;L-PIEL;Outerwear;Jackets;datathon/images/2023_57056020_30.jpg
448;57058272-99;99;GREY;P-PLANA;Outerwear;Coats;datathon/images/2023_57058272_99.jpg
449;57047762-76;76;RED;P-PLANA;Bottoms;Trousers;datathon/images/2023_57047762_76.jpg
450;53093022-70;70;RED;P-PLANA;Tops;Shirt;datathon/images/2019_53093022_70.jpg
451;53050655-28;28;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_53050655_28.jpg
452;53073026-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_53073026_02.jpg
453;53070821-TN;TN;GREY;J-JEANS;Bottoms;Shorts;datathon/images/2019_53070821_TN.jpg
454;53050829-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53050829_OR.jpg
455;53055711-50;50;BLUE;T-TRICOT;Tops;Sweater;datathon/images/2019_53055711_50.jpg
456;53083748-43;43;GREEN;P-PLANA;Tops;Shirt;datathon/images/2019_53083748_43.jpg
457;53083733-06;06;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53083733_06.jpg
458;53053767-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53053767_02.jpg
459;51093776-37;37;BROWN;P-PLANA;Outerwear;Jackets;datathon/images/2019_51093776_37.jpg
460;53061103-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53061103_99.jpg
461;53063783-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_53063783_32.jpg
462;53045768-56;56;BLUE;P-PLANA;Bottoms;Trousers;datathon/images/2019_53045768_56.jpg
463;57045923-OR;OR;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57045923_OR.jpg
464;57007693-52;52;BLUE;T-TRICOT;Tops;Sweater;datathon/images/2019_57007693_52.jpg
465;57019211-OR;OR;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57019211_OR.jpg
466;57059208-85;85;PINK;K-CIRCULAR;Tops;Tops;datathon/images/2019_57059208_85.jpg
